name,neighborhood,price
Bed-Stuy 2 Bedroom Beauty w/ Spacious Living Room,Brooklyn,45
Historic Strivers鈥 Row with a View,Manhattan,75
Private Bedroom with Full Bed in Wash Heights,Manhattan,50
"Spacious & cozy room - Upper West Side, Manhattan",Manhattan,91
Lawrence Beach House,Queens,250
Musician's Apartment Near the Park,Brooklyn,80
"Sunny, zen spot in the Heart of East Village",Manhattan,136
"2 Private Rooms, 1 min to J train, Free Breakfast",Brooklyn,99
Spacious Apartment Steps Away from Yankee Stadium,Bronx,103
Boho in WaHi,Manhattan,175
A Hidden gem in the heart of Washington Heights,Manhattan,125
"True sanctuary, historic fort greene/clinton hill",Brooklyn,180
One Bedroom apartment in great neighborhood,Manhattan,120
Entire Cozy Apartment in Center of East Village,Manhattan,164
Glendale apartment,Queens,50
Beautiful Private Bed & Bathroom (no kitchen),Brooklyn,80
Large 1 bedroom and private bath in Astoria,Queens,49
Harlem Vibes,Manhattan,50
Huge master bedroom W/ private bath in Brooklyn,Queens,120
Entire suite close to LGA & JFK with free parking,Queens,60
Cozy room in south Harlem - 10 mins to Columbia,Manhattan,45
Large Bedroom in Harlem,Manhattan,70
A cozy studio in Chelsea,Manhattan,120
Beautiful and Spacious UES Gallery Like apartment,Manhattan,375
Spacious Apt. in Bushwick for summer occupancy,Brooklyn,75
Charming Room in Spacious Clinton Hill Apartment,Brooklyn,70
Beautiful and Spacious Apartment,Queens,60
"Private room in Ridgewood, near the L line, for 2",Queens,55
Sunny Bushwick apartment,Brooklyn,80
Spacious One Bedroom in Downtown Manhattan,Manhattan,150
Bushwick with outdoor space!,Brooklyn,150
Home away from home in Harlem,Manhattan,225
"""The Little House by the Sea""",Queens,200
Renovated Garden Townhouse Apartment,Brooklyn,99
1-Bed Apt on East River - 1 stop from Manhattan!,Queens,110
Gorgeous 2 BR 2 BA Condo in Flushing Chinatown,Queens,115
Fabulous mid century modern apt in Williamsburg,Brooklyn,225
"RahShoeRay Cozy, Comfortable and Accommodating.",Brooklyn,95
Brooklyn Park Slope Oasis,Brooklyn,139
Bright sunny room in Bushwick with backyard.,Brooklyn,65
True NYC soho experience amazing gem.. large space,Manhattan,160
Apartamento para viagem NY,Queens,150
A true NYC gem!,Manhattan,250
"Beautiful, spacious & quiet!",Manhattan,175
Brooklyn Studio with a View,Brooklyn,179
Charming 2 Bedroom Private Apartment in Greenpoint,Brooklyn,130
Newly Renovated Full One Bedroom Brooklyn Apt,Brooklyn,80
Amazing Bedroom in fantastic apartment in Brooklyn,Brooklyn,44
Spacious Centrally Located 1 Bedroom Apartment,Manhattan,300
Sunny Village Suite with Private Patio!,Manhattan,215
Private Studio Apartment in Lively Crown Heights,Brooklyn,100
The Crown,Brooklyn,295
Upper Westside studio for two or just you!,Manhattan,100
Shared Open Studio - Floor Space,Manhattan,85
South Park Slope House (Aug 5 - 27; 10 day min),Brooklyn,150
Thomas's creek,Brooklyn,225
Private Room (Front) In A Beautiful Apartment,Queens,80
BIG STYLISH LOFT/ROOM with access in the backyard,Brooklyn,75
Huge Master Bedroom In A Very Spacious Apartment,Queens,140
Beautiful brownstone garden apt. w/outdoor,Brooklyn,110
Rooftop Condo,Brooklyn,100
Sunny & Spacious 1 bedroom in Williamsburg,Brooklyn,265
Super clean and bright cheerful apartment.,Brooklyn,150
Sunny Brooklyn apt. Quick walk to Prospect Park,Brooklyn,91
Surrealist Luxury Loft,Manhattan,795
Broadway Homebase,Manhattan,185
"Centrally located, quiet Hell's Kitchen bedroom.",Manhattan,125
nyc studio apartment,Queens,75
Private rooftop Penthouse heaven,Manhattan,330
King bedroom w/ private bathroom in gorgeous Loft,Brooklyn,99
"Cozy, warm and Clean Stay in Flushing!",Queens,50
"Charming Harlem Nook /Coin Charmant de Harlem, NYC",Manhattan,79
"Massive, sunny Williamsburg apartment w/ backyard",Brooklyn,129
Guest Room with A/C,Queens,40
NY鈥檚 Highest End Celebrity Building + Balconies!,Manhattan,1200
Big 2-bdrm / Morgan Ave L Train / Roberta's,Brooklyn,200
"Ideal Brooklyn Room, Spacious Apartment w/Garden",Brooklyn,41
My new place,Brooklyn,140
WeLive Wall Street -- 3  Bedroom,Manhattan,295
Waycross Vista Studio Apartment,Brooklyn,125
Luxurious Suite Grand Central,Manhattan,150
Parlor Suite Midtown Manhattan,Manhattan,170
"1 Bed Apartment close to city, Astoria, LIC",Queens,101
Brand new beach front house near JFK (2),Queens,350
Cozy 1 Bedroom on Upper West Side,Manhattan,175
Elegance on West Side,Manhattan,105
Spacious Sunny Private Bedroom in the Bushwick BK,Brooklyn,54
Hey New Yorkers!,Queens,90
"Beautiful, spacious & well-lit 1BR (Astoria, QNS)",Queens,125
"3-bedroom sunny, quiet, spacious Williamsburg apt",Brooklyn,233
VERY BIG APARTMENT IN HARLEM/ENTIRE APARTMENT,Manhattan,400
2 Bedroom Garden Getaway,Brooklyn,139
"Bright renovated apartment, quiet Bushwick block!",Brooklyn,135
"Bright, Winged Tribeca Studio w/ Indoor pool, Gym by Blueground",Manhattan,305
brand new studio in the East Village with roofdeck,Manhattan,175
BEAUTIFUL LUX STUDIO -AMAZING ENTERTAINMENT SYSTEM,Brooklyn,140
"Great value ,central Manhattan apartment",Manhattan,126
Comfortable Bedroom 2 Express Stops to Manhattan,Brooklyn,75
Huge Room in the Middle of Bushwick,Brooklyn,62
Quiet room in Prospect Heights,Brooklyn,99
C) Cozy Two Beds Wifi near JFK Airport and subways,Queens,50
"Cute, renovated 2 bedroom Apt. in East Village",Manhattan,224
Spacious Private Suite in a Brooklyn Brownstone,Brooklyn,95
Bright 1-Bedroom Gem in Fort Greene,Brooklyn,108
"Quiet, private room (Hell's Kitchen/West Midtown)",Manhattan,94
Jul Discount! Private Flat (with Patio!) in NYC,Manhattan,160
Gorgeous apartment with access to all #2,Staten Island,72
Modern 2 bedroom Upper East Side apartment.,Manhattan,199
Private Room in peaceful town,Queens,50
Brooklyn room in the perfect location.,Brooklyn,75
Studio Apartment in Astoria - Best Location!,Queens,169
bushwick鈥檚 cozy nook,Brooklyn,75
"Cozy, Clean Private Mini Studio in New York City",Manhattan,85
Modern Apartment in Long Island City,Queens,75
One-bedroom unit in Rego Park,Queens,99
Peaceful&Sun filled 2BR&private bathroom near NYC,Staten Island,120
Studio apartment; close to tourist attractions,Manhattan,200
Budget Basement,Queens,80
Central & Comfortable 1BR Brownstone Apartment,Brooklyn,150
"Colorful, quiet, private room near LaGuardia/NYC",Queens,55
1 bedroom apartment on Columbus Avenue,Manhattan,180
"Cozy, newly furnished apartment in the heart of NY",Manhattan,120
Cozy private room in luxury apartment,Manhattan,90
Triple Mint Townhouse in the heart of West Village,Manhattan,1500
10 mins from JFK. Smoking okay.,Queens,40
"CHEAP ROOM IN QUEENS, CLOSE TO SUBWAY STATION",Queens,42
Short Stay NearJFK.,Queens,55
Stylish Apartment 3 Blocks from Central Park,Manhattan,180
Da Sanctum,Manhattan,225
Maurice鈥檚 Penthouse,Brooklyn,150
From home to home,Bronx,50
Cute & Cozy Studio in Chelsea!,Manhattan,170
ENTIRE Spacious Brownstone Apartment (UNFURNISHED),Brooklyn,50
"**FULL FLOOR - 3 BEDRMS, Times Sq/Restaurant Row**",Manhattan,350
"Prime Williamsburg: 3 Bed, 2 Bath Luxury Apartment",Brooklyn,415
"""Cozy Retreat"" in North Crown Heights",Brooklyn,112
"Stylish, clean & quiet 1 bdr apt in Manhattan",Manhattan,170
PLACE NEXT TO THE BEACH,Brooklyn,80
"Authentic, downtown Manhattan loft condo",Manhattan,300
Private room Brooklyn,Brooklyn,60
Master Bedroom with Full Bath & Manhattan View,Queens,54
Private room in the Bronx for females & couples.,Bronx,46
1 sunny bedroom in Parkchester,Bronx,80
3-bdrm Newly Renovated Townhouse.,Staten Island,180
"Designer Studio / 1BR in Williamsburg, Nice Views",Brooklyn,168
Barclays Place - An Idyllic One Bedroom Apartment,Brooklyn,400
Private Bedroom (Back) In A Beautiful Apartment,Queens,100
Postmodern Studio,Brooklyn,97
sunshine,Queens,48
Peace and quiet in the hustle and bustle,Brooklyn,95
"Trendy, light-filled apartment in Lower East Side.",Manhattan,170
"NYC SkyLoft on Central Park, balcony w/ city view",Manhattan,125
"Lovely room with private terrace, ensuite",Manhattan,175
Private Cozy Bedroom with Patio,Manhattan,80
Comfy quiet 2BR in Manhattan 25mins to Time-square,Manhattan,139
Stylish Downtown Apt. (Between Nolita + LES.),Manhattan,162
Bright and spacious private bed-and bathroom!,Brooklyn,75
"5min from JFK airport, Train, Casino,  Racetrack",Queens,93
Humble Home in Harlem,Manhattan,99
Glamping Van,Manhattan,89
Magical Brooklyn townhouse room fit for a wizard,Brooklyn,85
"Paradise Garden, Spa, Steam & Massage Table #10299",Manhattan,2500
"Cozy, tranquil bedroom steps from Central Park B",Manhattan,105
"Scandinavian ""hygge"" in Bed Stuy Brooklyn",Brooklyn,100
"Luxe Large Studio Apt with Rooftop, Doorman, & Gym",Manhattan,198
Single room in Clinton Hill brownstone,Brooklyn,48
Safe 'n Handsome 2,Manhattan,117
Charming studio in Brooklyn,Brooklyn,110
East Village gem,Manhattan,206
Cozy Studio in Greenwich Village,Manhattan,164
Bushwick bedroom w/ private bath (Jefferson Stop),Brooklyn,90
SoBecaTown 1 Bedroom,Manhattan,220
Small and cozy room in awesome place,Brooklyn,150
Bedroom in Bushwick.,Brooklyn,45
Comfy bedroom in heart of Lower East Side,Manhattan,65
"Cozy Studio in East Village, close to everything",Manhattan,170
2 Bedroom 1 Bath by NYC Train and Major Highways,Bronx,399
East Village Penthouse,Manhattan,175
Cozy Convenient 2-Bed GARDEN APT w/Central Heat/AC,Brooklyn,99
Historic Brooklyn Heights Apt,Brooklyn,185
Cozy and renovated one bedroom apartment,Manhattan,150
Brooklyn Hidden Oasis.,Brooklyn,175
5min to Subway鈽20min to Manhattan鈽匧arge Bklyn Apt!,Brooklyn,189
Clean1,Brooklyn,51
"Large Manhattan Apt 3 BED/2 FULL BATH, Midtown NYC",Manhattan,398
Upper East Side Getaway! Lots of space!,Manhattan,175
BK NEST-Across Barclays & trains/City 10 mins away,Brooklyn,160
Nikki Welcomes you! Private parking space!,Brooklyn,65
Private Bedroom in 2-bed/New Full-Service Building,Brooklyn,130
"The Awesome ,XL Flat",Brooklyn,96
Queens Home Close to Major Airports & Manhattan,Queens,89
Private Bedroom in large 2 bedroom 1100sf apt,Brooklyn,70
Spacious beautiful Bed Stuy duplex with garden,Brooklyn,99
2 Bedroom SOHO Loft,Manhattan,450
Full apt. by  Columbia Univ & Subway in Manhattan,Manhattan,69
Loft with View of the Park,Manhattan,500
NEAR COLUMBIA PRESBYTERIAN HOSP- Students*Visitors,Manhattan,50
Brooklyn Heights Oasis,Brooklyn,120
DREAMY! Huge + sunny mid-century apt with balcony,Brooklyn,197
NO LONGER AVAILABLE SORY,Manhattan,225
Beautiful studio with sleeping loft in Ridgewood,Queens,105
Chic & Cozy Apartment with Balcony,Manhattan,170
Room 6 - Comfy Bed in Historic Victorian Home,Brooklyn,68
Spacious Studio in the Hamilton Heights,Manhattan,110
Beautiful 1-bedroom apartment in the West Village,Manhattan,200
Entire True Two-Bedroom Steps From Central Park!,Manhattan,360
Art Studio by the Park,Manhattan,165
Sunny and Charming 1BR Upper East Side,Manhattan,200
The Art House,Brooklyn,265
Riverside Drive Condo with a View,Manhattan,100
Tribeca Luxury Doorman Apartment with Park Views,Manhattan,140
"Airy, art-filled home in bohemian East Village",Manhattan,128
1 Bedroom Garden Apt with backyard in Park Slope,Brooklyn,125
Mia Suite East Village-free Street Parking+wifi,Manhattan,150
Beautiful one bedroom in the heart of Harlem!,Manhattan,80
Bdrm 5 Mins from Train w/ Big Backyard + Laundry,Brooklyn,52
"Family Gather
 5 bedrooms 3 full baths 2 floors",Brooklyn,350
Bright New Apt in Heart of Williamsburg!,Brooklyn,129
Comfy cozy studio in LES,Manhattan,125
Spacious Master Bedroom in Williamsburg,Brooklyn,100
"PRIVATE, Safe, TIMES SQUARE, Lovely Apt w/ Garden",Manhattan,140
Plant Vibes Private Bedroom,Brooklyn,45
A great place to crash.,Brooklyn,70
鈥5 mins to Manhattan super cozy鈥,Brooklyn,75
Sun drenched loft like space with private yard,Brooklyn,110
Great Space for Business or Pleasure,Bronx,90
"LES - Quiet, Comfy, and Large Private Bedroom",Manhattan,100
Feel like HOME in the heart of NYC at UNION Sq,Manhattan,176
Private Living Room - NOT Shared With Others,Manhattan,90
The dreamed aparment- World Trade Center area,Manhattan,89
Amazing Studio step away from time square /71B,Manhattan,120
Master bedroom in E Harlem with balcony&Doorman,Manhattan,65
DowntownViewAccomodation,Manhattan,95
"GARDEN UTOPIA, UES; SUPERIOR LOCATION & AMENITIES",Manhattan,180
鉂 Bushwick / Room with SmartTV & Private bathroom,Brooklyn,60
Private Bedroom in a safe neighborhood in NYC,Queens,80
New unit Amazing apartment on 5th  ave 3 bdr #4,Manhattan,191
Spacious Studio in Financial District,Manhattan,130
Beautiful Williamsburg home with spectacular views,Brooklyn,650
WYNDHAM MIDTOWN 45 NEAR THE UNITED NATIONS,Manhattan,175
Relaxing Luminous Room - Perfect For Dog-Lovers!,Manhattan,100
Cozy & Bright Studio Close to Subway Station,Brooklyn,113
"Manhattan NYC, train a min away.",Manhattan,43
Nice bedroom in Morningside Heights spacious flat,Manhattan,65
Elegant room in Manhattan only for woman,Manhattan,95
*NEW-LUXURY Heart of MidWest Step away from TimeSQ,Manhattan,200
Bushwick Garden Apartment,Brooklyn,130
Prime Williamsburg Apt steps from Bedford Ave,Brooklyn,275
beautiful holidays,Brooklyn,100
"Sunny home in Sunnyside, NY",Queens,85
Oak St. Gem.,Brooklyn,100
Cozy 1-Bedroom Apartment in Idyllic Sutton Place,Manhattan,190
Sugar Hill Duplex Apartment,Manhattan,150
Panda Pod,Queens,65
"1 BR APT amazing location, malls, transportation",Queens,100
Spacious room in Morningside Heights,Manhattan,50
Stylish One-Bedroom Apartment in Park Slope,Brooklyn,120
Perfect Space & Private Garden,Brooklyn,186
Beautiful Spacious Artist鈥檚 Home! * close to train,Brooklyn,120
"Spacious room, suburban house,20 mn from Manhattan",Queens,50
Travellers delight #3,Staten Island,32
Amazing Studio in Times Square,Manhattan,239
Spacious Private Room near Prospect Park and Train,Brooklyn,45
One- Bedroom Apartment in the heart of LES.,Manhattan,159
Summer Rental in Historic Harlem Brownstone,Manhattan,130
Williamsburg Brooklyn 2BR  Apt. / 5min to L Train,Brooklyn,107
Bedstuyvesant Apartment,Brooklyn,75
"Cozy, Bright Morningside Apartment!",Manhattan,120
"Modern, bright 1 BR Brooklyn apt - Great location!",Brooklyn,80
Carnegie City Apartment,Manhattan,250
"Trendy, Large Patio, Near Subway",Brooklyn,217
Massive 4 bed 3 bath Loft in SoHo/Little Italy,Manhattan,699
Stunning Three-Level Loft w/ Roofdeck & Gym,Brooklyn,475
"Quiet, sunny Greenpoint apartment perfect for 4",Brooklyn,150
Brooklyn Loft,Brooklyn,150
The Reading Room: a curated luxury experience,Manhattan,225
Comfy one bedroom with backyard,Manhattan,225
Bright 1 Bedroom in the East Village,Manhattan,140
Charm and cozy close to NY and La Guardia Airport,Queens,49
Beach front Dublex near jfk,Queens,450
鈭 LUXURY NYC LOFT 鈭 | Spa Amenities | Smart Home,Manhattan,200
Cozy Private studio-apartment,Manhattan,112
Charming Sunny 2-bedroom oasis in Rockaway Beach,Queens,89
2 Rooms + Bath in Spacious Apartment w/ Backyard,Brooklyn,209
Rare artist loft with private terrace,Brooklyn,300
BEAUTIFUL PRIVATE ROOM,Queens,49
COUSY PRIVATE ROOM,Queens,50
MODERN & CHIC 2 Bedroom Loft**Central Park/Musuems,Manhattan,294
"1,100 sq. ft. apt. Penthouse with private deck!",Manhattan,450
The Crown Master,Brooklyn,150
Large Bedroom Apartment in Prime Location,Manhattan,89
Clean and spacious 2 bedroom w/ separate entrance,Brooklyn,79
Spacious Flatbush Studio,Brooklyn,50
Private Bedroom in UES New York shared apartment.,Manhattan,70
Lovely & Chic 2BR Astoria Row House,Queens,118
Charming Loft apartment with great light!,Manhattan,75
"Helles, charmantes Zimmer in Brooklyn-WG",Brooklyn,41
Great home for Families and Couples,Queens,190
Spacious 1-bedroom apartment in prime Midtown East,Manhattan,90
Brooklyn Duplex with Private Deck,Brooklyn,195
Fully Private Two-Bedroom Duplex House,Brooklyn,150
~ Brooklyn Haven of Magic ~,Brooklyn,47
*Newly Renovated* Guest Suite w/ Private Entrance,Queens,86
"Private Master鈥檚 bedroom in Gramercy, Manhattan",Manhattan,160
Fabulous  brand new 1BR across park in Manhattan,Manhattan,150
New Yorker Room - 10 mins to Williamsburg/LES/City,Brooklyn,45
Heart of the city,Manhattan,337
Charming sunny Bushwick bedroom,Brooklyn,78
The Consuello2,Brooklyn,169
Close to Manhattan and 5 minutes to LGA,Queens,169
Cozy Room Near Lincoln Center,Manhattan,86
"Large 1BR Apt, Ground Floor w/ High Ceilings in EV",Manhattan,350
"Cozy loft in greenpoint, 2 stops from Manhattan !!",Brooklyn,99
Beautiful Cozy Studio Apt. UWS,Manhattan,180
Cozy private room in Williamsburg 2 stops to city,Brooklyn,105
First floor #7,Brooklyn,85
Sonder | Hanover Square | Calm 1BR + Rooftop,Manhattan,222
Charming Apartment in the Heart of East Village,Manhattan,97
Sophisticated 1BR in FiDi by Sonder,Manhattan,219
Sonder | Hanover Square | Artsy 1BR + Rooftop,Manhattan,232
鉂 NYC/Bushwick New Private Room Size Queen 鉂,Brooklyn,40
Charming Room by the Pier,Brooklyn,100
Large 1 Bedroom 2 Blocks from Central Park,Manhattan,100
Sunny Apartment @ Luxury Bldg in FiDi!,Manhattan,400
"100% Private & A/C!
Bathroom + 1 Bedroom JFK & LGA",Queens,69
COZY ONE BEDROOM APARTMENT IN MANHATTAN,Manhattan,180
Beautiful Cozy Apt near Subway - Historic Brooklyn,Brooklyn,150
Charming Brooklyn apartment with Garden Access,Brooklyn,88
Sonder | 116 John | Simple 1BR + Gym,Manhattan,169
Charming Private Room 5 min to the Ocean,Staten Island,40
Great 2 bedroom apartment in midtown for 5ppl,Manhattan,390
Private Quite 2BDRM Oasis Best Neighborhood in NYC,Manhattan,600
Gorgeous Private room near NYC,Staten Island,50
"Clean, Conscious, Plant-Based Home in Bed-Stuy",Brooklyn,55
Large bedroom in 2BDR apt. in the East Village,Manhattan,90
Spacious room with a hammock near Prospect park,Brooklyn,95
Cozy private living in Queens,Queens,85
BEST LOCATION - COMFY ROOM for long term,Manhattan,65
Mini art and science museum in 2BR brownstone,Brooklyn,100
Luxurious  Apt2 with Manhattan views on roof deck,Brooklyn,295
NyStreet!,Manhattan,280
Sunny room + Private rooftop,Brooklyn,45
GORGEOUS & HUGE room for long term,Manhattan,89
Sweet Comfort,Brooklyn,49
Private Room in St George near Manhattan,Staten Island,75
Weekend Astoria Charmer,Queens,45
Greenpoint Apartment,Brooklyn,90
Heart of bay ridge Brooklyn,Brooklyn,125
AFFORDABLE LUXURY...Exclusive Living @ Its Best!,Manhattan,149
Empty private place to crash for the night,Queens,110
1 bedroom apt in the heart of the east village,Manhattan,115
Spacious and Clean bedroom in modern apt,Manhattan,76
Modern apartment in Hamilton Heights,Manhattan,90
Perfect Nolita apartment,Manhattan,182
A NYC apartment,Brooklyn,65
Large one bedroom in upper manhattan,Manhattan,95
Brooklyn Take Me In,Brooklyn,46
Modern private bed & bath next to Barclays Center,Brooklyn,120
Cheap & Comfy Huge Private Room!,Brooklyn,37
Magic Brooklyn townhouse room fit for a wizard,Brooklyn,85
"Beautiful & Comfy Room, Same Street As The Subway!",Brooklyn,85
"1 Bedroom in Ridgewood, Brooklyn",Queens,75
Beautiful room!!! Wonderful view!!!,Manhattan,110
